operator	base	base_kind	offset	width	access	indexed	depth
centeron	0x005876d0	static	0x1a4	4	read	scalar	2
centeron	0x005876d0	static	0x1a4	4	write	scalar	1
centeron	0x005876d0	static	0x1a8	4	read	scalar	2
centeron	0x005876d0	static	0x1a8	4	write	scalar	1
centeron	0x005876d0	static	0x1b0	4	write	scalar	2
centeron	0x005876d0	static	0x1b4	4	write	scalar	2
centeron	0x005876d0	static	0x1ec	4	read	scalar	2
centeron	0x005876d0	static	0x1f0	4	read	scalar	2
centeron	0x005876d0	static	0x1fc	4	write	scalar	2
centeron	0x005876d0	static	0x200	4	write	scalar	2
centeronarmy	0x00584ae8	static	0x278	0	read	scalar	2
centeronarmy	0x00584ae8	static	0x680	4	read	scalar	1
centeronarmy	0x00584ae8	static	0x684	4	read	scalar	1
centeronarmy	0x00584ae8	static	0x688	4	read	scalar	1
centeronarmy	0x00584ae8	static	0x68c	4	read	scalar	1
centeronarmy	0x00584ae8	static	0x2be4	4	read	scalar	2
centeronarmy	0x00584ae8	static	0x2bec	4	read	scalar	1
championbrainnotify	0x005aeed0	static	0x0	4	read	scalar	1
championbrainresponsecode	0x005aeed0	static	0x0	4	read	scalar	1
championhasbrain?	0x005aeed0	static	0x0	4	read	scalar	1
changecombatmap	0x005aa12c	static	0x478c	4	write	scalar	1
changecombatmap	0x005aa12c	static	0x4790	4	write	scalar	1
changecombatmap	0x005aa12c	static	0x4794	4	write	scalar	1
changecombatmap	0x005aa12c	static	0x4798	4	write	scalar	1
changecombatmap	0x005aa12c	static	0x47b0	1	read	scalar	2
changecombatmap	0x005aa12c	static	0x47b0	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x47b4	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x482c	0	read	scalar	1
changecombatmap	0x005aa12c	static	0x4834	4	write	scalar	1
changecombatmap	0x005aa12c	static	0x4848	0	read	scalar	1
changecombatmap	0x005aa12c	static	0x484c	4	write	scalar	2
changecombatmap	0x005aa12c	static	0x4850	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x4858	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x4860	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x486c	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x4880	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x4884	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x4888	0	read	scalar	2
changecombatmap	0x005aa12c	static	0x4888	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x488c	0	read	scalar	2
changecombatmap	0x005aa12c	static	0x488c	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x4890	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x4894	4	read	scalar	2
changecombatmap	0x005aa12c	static	0x4898	4	read	scalar	1
changecombatmap	0x005aa12c	static	0x489c	4	read	scalar	1
changecombatmap	0x005aa12c	static	0x4dd8	0	read	scalar	1
changecombatmap	0x005aa12c	static	0x4dd8	4	write	scalar	2
changecombatmap	0x005aa12c	static	0x4ddc	4	write	scalar	2
changecombatmap	0x005aa12c	static	0x4de0	4	write	scalar	2
changecombatmap	0x005aa12c	static	0x4de4	4	write	scalar	2
changecombatmap	0x005aa12c	static	0x4f90	4	write	scalar	2
changecombatmap	0x005aa12c	static	0x4f94	0	read	scalar	2
changecombatmap	0x005ae958	static	0xd8	0	read	scalar	1
changecombatmap	0x005ae958	static	0x118	0	read	scalar	2
changecombatmap	0x005ae958	static	0x118	1	write	scalar	2
changecombatmap	0x005ae958	static	0x21c	0	read	scalar	2
changecombatmap	0x005ae958	static	0x21c	4	read	scalar	2
changecombatmap	0x005ae958	static	0x21c	4	write	scalar	2
changecombatmap	0x005ae958	static	0x220	0	read	scalar	2
changecombatmap	0x005ae958	static	0x220	4	read	scalar	2
changecombatmap	0x005ae958	static	0x220	4	write	scalar	2
changecombatmap	0x005ae958	static	0x224	0	read	scalar	2
changecombatmap	0x005ae958	static	0x224	4	write	scalar	2
changecombatmap	0x005ae958	static	0x228	0	read	scalar	2
changecombatmap	0x005ae958	static	0x228	4	write	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0x50	4	read	scalar	0
changeplayerintelinfo	0x005a7b78	indirect	0x54	4	read	scalar	0
changeplayerintelinfo	0x005a7b78	indirect	0x54	4	write	scalar	0
changeplayerintelinfo	0x005a7b78	indirect	0x58	4	read	scalar	1
changeplayerintelinfo	0x005a7b78	indirect	0x60	4	read	scalar	1
changeplayerintelinfo	0x005a7b78	indirect	0x70	4	read	scalar	1
changeplayerintelinfo	0x005a7b78	indirect	0x90	4	read	scalar	1
changeplayerintelinfo	0x005a7b78	indirect	0x90	4	write	scalar	0
changeplayerintelinfo	0x005a7b78	indirect	0x94	4	read	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0x98	4	read	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0x9c	4	read	scalar	1
changeplayerintelinfo	0x005a7b78	indirect	0xa0	4	read	scalar	1
changeplayerintelinfo	0x005a7b78	indirect	0xa4	4	write	scalar	0
changeplayerintelinfo	0x005a7b78	indirect	0xa8	0	read	indexed	2
changeplayerintelinfo	0x005a7b78	indirect	0xa8	4	read	indexed	2
changeplayerintelinfo	0x005a7b78	indirect	0xa8	4	write	indexed	1
changeplayerintelinfo	0x005a7b78	indirect	0xac	4	read	indexed	2
changeplayerintelinfo	0x005a7b78	indirect	0xac	4	write	indexed	1
changeplayerintelinfo	0x005a7b78	indirect	0x3c8	0	read	indexed	2
changeplayerintelinfo	0x005a7b78	indirect	0x3c8	4	read	indexed	2
changeplayerintelinfo	0x005a7b78	indirect	0x558	4	read	scalar	1
changeplayerintelinfo	0x005a7b78	indirect	0x558	4	write	scalar	1
changeplayerintelinfo	0x005a7b78	indirect	0x880	0	read	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0x880	1	write	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0x984	0	read	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa4b	1	write	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa4c	4	write	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa50	4	write	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa54	4	write	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa58	4	write	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa5c	4	write	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa60	4	read	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa60	4	write	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa64	4	read	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa64	4	write	scalar	2
changeplayerintelinfo	0x005a7b78	indirect	0xa78	4	read	scalar	1
changeplayerintelinfo	0x005a7b78	indirect	0xa78	4	write	scalar	1
changescenariomap	0x005aa12c	static	0x482c	0	read	scalar	1
changescenariomap	0x005aa12c	static	0x4834	4	write	scalar	1
changescenariomap	0x005aa12c	static	0x4848	0	read	scalar	1
changescenariomap	0x005aa12c	static	0x484c	4	write	scalar	2
changescenariomap	0x005aa12c	static	0x4850	4	read	scalar	2
changescenariomap	0x005aa12c	static	0x4858	4	read	scalar	2
changescenariomap	0x005aa12c	static	0x4880	4	read	scalar	2
changescenariomap	0x005aa12c	static	0x4884	4	read	scalar	2
changescenariomap	0x005aa12c	static	0x4888	0	read	scalar	2
changescenariomap	0x005aa12c	static	0x4888	4	read	scalar	2
changescenariomap	0x005aa12c	static	0x488c	0	read	scalar	2
changescenariomap	0x005aa12c	static	0x488c	4	read	scalar	2
changescenariomap	0x005aa12c	static	0x4890	4	read	scalar	2
changescenariomap	0x005aa12c	static	0x4894	4	read	scalar	2
changescenariomap	0x005aa12c	static	0x4898	4	read	scalar	1
changescenariomap	0x005aa12c	static	0x489c	4	read	scalar	1
changescenariomap	0x005aa12c	static	0x4dd8	0	read	scalar	1
changescenariomap	0x005aa12c	static	0x4dd8	4	write	scalar	2
changescenariomap	0x005aa12c	static	0x4ddc	4	write	scalar	2
changescenariomap	0x005aa12c	static	0x4de0	4	write	scalar	2
changescenariomap	0x005aa12c	static	0x4de4	4	write	scalar	2
changescenariomap	0x005aa12c	static	0x4f90	4	write	scalar	2
changescenariomap	0x005aa12c	static	0x4f94	0	read	scalar	2
changetexture	0x005876d0	static	0x284	0	read	scalar	1
changetexture	0x005876d0	static	0x284	4	read	scalar	2
changetexture	0x005876d0	static	0x28c	4	read	scalar	2
changetexture	0x005876d0	static	0x290	4	read	scalar	2
changetexture	0x005876d0	static	0x294	4	write	scalar	2
changetexture	0x005876d0	static	0x2a0	4	read	scalar	2
changetexture	0x005876d0	static	0x2a0	4	write	scalar	2
changetexture	0x005876d0	static	0x2a4	0	read	scalar	2
cheapestarmy	0x005ae958	static	0x34	4	read	scalar	1
cheapestarmy	0x005ae958	static	0x40	4	read	scalar	1
cheatbalkoth	0x005aa12c	static	0x8	0	read	scalar	1
cheatbalkoth	0x005aa12c	static	0x28	0	read	scalar	1
cheatbalkoth	0x005aa12c	static	0xc8	0	read	scalar	1
cheatbalkoth	0x005aa12c	static	0xc8	4	read	scalar	1
cheatbalkoth	0x005aa12c	static	0xcc	4	read	scalar	1
check_level_explored	0x005cd1ac	static	0x0	2	read	scalar	0
checkforcd	0x00584ae8	static	0x110	4	read	scalar	1
cityat	0x005ae958	static	0x64	4	read	scalar	1
cityat	0x005ae958	static	0x6c	4	read	scalar	1
cityat	0x005ae958	static	0x70	4	read	scalar	1
cityviewtoworld	0x005aa12c	static	0x0	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x8c	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0xa4	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0xa8	4	read	scalar	1
cityviewtoworld	0x005aa12c	static	0xac	4	read	scalar	1
cityviewtoworld	0x005aa12c	static	0x654	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x654	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x658	4	read	scalar	1
cityviewtoworld	0x005aa12c	static	0x658	4	write	scalar	1
cityviewtoworld	0x005aa12c	static	0x65c	4	write	scalar	1
cityviewtoworld	0x005aa12c	static	0x688	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x6a8	4	read	scalar	1
cityviewtoworld	0x005aa12c	static	0x4774	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x47b8	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x482c	0	read	scalar	1
cityviewtoworld	0x005aa12c	static	0x4830	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4838	4	write	scalar	1
cityviewtoworld	0x005aa12c	static	0x4840	4	write	scalar	1
cityviewtoworld	0x005aa12c	static	0x4844	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4844	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4848	0	read	scalar	1
cityviewtoworld	0x005aa12c	static	0x4850	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4860	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x486c	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4880	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4880	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4884	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4884	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4888	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4888	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x488c	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x488c	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4890	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4890	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4894	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4894	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4898	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x489c	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4904	0	read	scalar	1
cityviewtoworld	0x005aa12c	static	0x4904	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4908	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x490c	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x490c	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4910	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4910	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4914	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4914	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4918	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x491c	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x491c	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4920	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4920	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4924	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4924	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4928	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4928	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x492c	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4930	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4938	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4938	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x493c	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x493c	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4a58	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4a58	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4a5c	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4b0c	4	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x4b0c	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4b10	4	write	scalar	2
cityviewtoworld	0x005aa12c	static	0x4c3c	0	read	scalar	2
cityviewtoworld	0x005aa12c	static	0x5068	0	read	indexed	1
cityviewtoworld	0x005aa12c	static	0x6640	4	read	indexed	2
cityviewtoworld	0x005aa12c	static	0x6640	4	write	indexed	2
cleardefenderarmy	0x005aad68	static	0x2c	4	read	scalar	1
cleardefenderarmy	0x005aad68	static	0x2c	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x4c	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0xe0	0	read	scalar	1
cleardefenderarmy	0x005aad68	static	0xe0	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x538	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x550	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x55c	0	read	scalar	1
cleardefenderarmy	0x005aad68	static	0x55c	4	read	scalar	2
cleardefenderarmy	0x005aad68	static	0x55c	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x560	4	read	scalar	2
cleardefenderarmy	0x005aad68	static	0x560	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x564	4	read	scalar	2
cleardefenderarmy	0x005aad68	static	0x564	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x568	0	read	scalar	1
cleardefenderarmy	0x005aad68	static	0x578	4	read	scalar	2
cleardefenderarmy	0x005aad68	static	0x578	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x57c	4	read	scalar	2
cleardefenderarmy	0x005aad68	static	0x57c	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x580	4	read	scalar	2
cleardefenderarmy	0x005aad68	static	0x580	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x584	4	read	scalar	2
cleardefenderarmy	0x005aad68	static	0x584	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x58c	4	read	scalar	1
cleardefenderarmy	0x005aad68	static	0x58c	4	write	scalar	1
cleardefenderarmy	0x005aad68	static	0x598	4	read	scalar	1
cleardefenderarmy	0x005aad68	static	0x598	4	write	scalar	1
clearfaithselection	0x005aa1dc	static	0x8	4	read	scalar	1
clearfaithselection	0x005aa1dc	static	0x8	4	write	scalar	1
clearmessages	0x005cd358	static	0x14	0	read	scalar	2
clearquests	0x005aeedc	static	0x0	4	read	scalar	0
clearquests	0x005aeedc	static	0x4	4	write	scalar	0
clearquests	0x005aeedc	static	0x8	4	read	scalar	0
clearregions	0x005aef04	static	0x0	4	read	scalar	2
clearregions	0x005aef04	static	0x0	4	write	scalar	1
clearregions	0x005aef04	static	0x4	4	write	scalar	1
clearregions	0x005aef04	static	0x8	4	write	scalar	1
clearregions	0x005aef04	static	0xc	4	write	scalar	1
clearregions	0x005aef04	static	0x10	0	read	scalar	2
clearregions	0x005aef04	static	0x1ac	4	read	scalar	2
clearregions	0x005aef04	static	0x1ac	4	write	scalar	2
clearregions	0x005aef04	static	0x1b8	4	write	scalar	1
clearregions	0x005aef04	static	0x1bc	0	read	scalar	1
clearscriptwindow	0x00584d60	static	0x0	4	read	scalar	0
clearslots	0x00584cd4	static	0x56	0	read	scalar	0
clearslots	0x00584cd4	static	0x56	1	write	scalar	0
clearunitacks	0x005cd2f4	indirect	0x0	0	read	indexed	0
closecitygate	0x005ae8e8	static	0x3c	4	read	scalar	1
closecitygate	0x005ae8e8	static	0x40	4	read	scalar	1
closecitygate	0x005ae8e8	static	0x44	4	read	scalar	1
closecitygate	0x005ae8e8	static	0x48	4	read	scalar	1
closecitygate	0x005ae8e8	static	0x4c	1	read	scalar	1
closecitygate	0x005ae958	static	0x64	4	read	scalar	2
closecitygate	0x005ae958	static	0x6c	4	read	scalar	2
closecitygate	0x005ae958	static	0x70	4	read	scalar	2
closescriptwindow	0x00584ae8	static	0x278	0	read	scalar	1
closescriptwindow	0x00584ae8	static	0x278	4	read	scalar	2
closescriptwindow	0x00584ae8	static	0x680	4	read	scalar	1
closescriptwindow	0x00584ae8	static	0x684	4	read	scalar	1
closescriptwindow	0x00584ae8	static	0x688	4	read	scalar	1
closescriptwindow	0x00584ae8	static	0x2be4	4	read	scalar	1
closescriptwindow	0x00584d60	static	0x0	4	read	scalar	0
coarsescrollpixels	0x00584ae8	static	0x680	4	read	scalar	1
coarsescrollpixels	0x00584ae8	static	0x684	0	read	indexed	1
coarsescrollpixels	0x00584ae8	static	0x684	4	read	indexed	1
coarsescrollpixels	0x00584ae8	static	0x684	4	write	indexed	1
coarsescrollpixels	0x00584ae8	static	0x6e4	0	read	indexed	1
coarsescrollpixels	0x00584ae8	static	0x6e4	4	write	indexed	1
combat_controltarget	0x005ae974	static	0x8	4	read	scalar	1
combat_controltarget	0x005ae974	static	0x10	4	read	scalar	1
combat_deadtarget	0x005ae974	static	0x8	4	read	scalar	1
combat_deadtarget	0x005ae974	static	0x10	4	read	scalar	1
combat_deadtarget	0x005ae98c	indirect	0x4	4	read	scalar	0
combat_deadtarget	0x005ae98c	indirect	0x28	4	read	scalar	0
combat_deadtarget	0x005ae98c	indirect	0x30	4	read	scalar	0
combat_deadtarget	0x005ae98c	indirect	0xc4	0	read	scalar	0
combat_deadtarget	0x005ae98c	indirect	0xc4	4	read	scalar	1
combat_deadtarget	0x005ae98c	indirect	0xd8	4	read	scalar	1
combat_enumgrouparmies	0x005ae974	static	0x8	4	read	scalar	1
combat_enumgrouparmies	0x005ae974	static	0x10	4	read	scalar	1
combat_enumgrouparmies	0x005ae98c	indirect	0x4	4	read	scalar	0
combat_enumgrouparmies	0x005ae98c	indirect	0x28	4	read	scalar	0
combat_enumgrouparmies	0x005ae98c	indirect	0x30	4	read	scalar	0
combat_enumgrouparmies	0x005ae98c	indirect	0x48	4	read	scalar	0
combat_enumgrouparmies	0x005ae98c	indirect	0x5ac	1	read	scalar	0
combat_grouploc	0x005ae974	static	0x8	4	read	scalar	1
combat_grouploc	0x005ae974	static	0x10	4	read	scalar	1
combat_grouploc	0x005ae998	indirect	0x4	4	read	scalar	0
combat_grouploc	0x005ae998	indirect	0x1c	4	read	scalar	0
combat_grouploc	0x005ae998	indirect	0x30	4	read	scalar	0
combat_grouploc	0x005ae998	indirect	0x48	4	read	scalar	0
combat_grouploc	0x005ae998	indirect	0x5ac	1	read	scalar	0
combat_playerdeadtarget	0x005ae974	static	0x8	4	read	scalar	1
combat_playerdeadtarget	0x005ae974	static	0x10	4	read	scalar	1
combat_playerdeadtarget	0x005ae998	indirect	0x4	4	read	scalar	0
combat_playerdeadtarget	0x005ae998	indirect	0x28	4	read	scalar	0
combat_playerdeadtarget	0x005ae998	indirect	0x30	4	read	scalar	0
combat_playerdeadtarget	0x005ae998	indirect	0x48	4	read	scalar	0
combat_playerdeadtarget	0x005ae998	indirect	0xc4	0	read	scalar	1
combat_playerdeadtarget	0x005ae998	indirect	0xc4	4	read	scalar	2
combat_playerdeadtarget	0x005ae998	indirect	0xd8	4	read	scalar	2
combattileset	0x005aa12c	static	0x482c	0	read	scalar	1
combattileset	0x005aa12c	static	0x4904	0	read	scalar	2
combattileset	0x005aa12c	static	0x4b38	0	read	scalar	1
combatviewtoworld	0x005aa12c	static	0x658	4	read	scalar	1
combatviewtoworld	0x005aa12c	static	0x6a8	1	read	scalar	1
combatviewtoworld	0x005aa12c	static	0xc84	1	read	scalar	1
combatviewtoworld	0x005aa12c	static	0x479c	4	read	scalar	1
combatviewtoworld	0x005aa12c	static	0x479c	4	write	scalar	1
combatviewtoworld	0x005aa12c	static	0x47a8	1	read	scalar	1
combatviewtoworld	0x005aa12c	static	0x47a8	4	read	scalar	1
combatviewtoworld	0x005aa12c	static	0x47ac	4	read	scalar	1
combatviewtoworld	0x005aa12c	static	0x4fec	4	read	scalar	1
combatviewtoworld	0x005aa12c	static	0x4fec	4	write	scalar	1
combatviewtoworld	0x005aa12c	static	0x4ff0	4	read	scalar	1
combatviewtoworld	0x005aa12c	static	0x5068	0	read	indexed	1
combinecontainerspots	0x005a7b50	static	0x0	4	read	scalar	2
combinecontainerspots	0x005a7b50	static	0x4	4	read	scalar	2
compresscontainer	0x005a7b50	static	0x0	4	read	scalar	2
compresscontainer	0x005a7b50	static	0x4	4	read	scalar	2
conetarget	0x005ae958	static	0x64	4	read	scalar	2
conetarget	0x005ae958	static	0x6c	4	read	scalar	1
conetarget	0x005ae958	static	0x70	4	read	scalar	1
connectedbyland	0x005aef04	static	0x0	4	read	scalar	1
connectedbyland	0x005aef04	static	0xc	4	read	scalar	1
connectedbyland	0x005aef04	static	0x1b4	4	read	scalar	2
connectedbyland	0x005aef04	static	0x1b4	4	write	scalar	2
connectedbyland	0x005aef04	static	0x1b8	4	write	scalar	1
connectedbyland	0x005aef04	static	0x1bc	0	read	scalar	1
connectedbyland	0x005aef04	indirect	0x2	2	read	indexed	0
connectedbywater	0x005aef04	static	0x0	4	read	scalar	1
connectedbywater	0x005aef04	static	0xc	4	read	scalar	1
connectedbywater	0x005aef04	static	0x1b4	4	read	scalar	2
connectedbywater	0x005aef04	static	0x1b4	4	write	scalar	2
connectedbywater	0x005aef04	static	0x1b8	4	write	scalar	1
connectedbywater	0x005aef04	static	0x1bc	0	read	scalar	1
connectedbywater	0x005aef04	indirect	0x4	2	read	indexed	0
connecttosigs	0x005cd358	static	0x4b2c	4	read	scalar	1
connecttosigs	0x005cd358	static	0x4b2c	4	write	scalar	1
connecttosigs	0x005cd358	static	0x4b30	4	read	scalar	1
connecttostorm	0x005cd358	static	0x4b2c	4	read	scalar	1
